Sub/Nr,Title,Cr,FilterSubject,GELS
NURS-325 -02 000794,Health Assessment,2,NURS-Nursing,
NURS-325L -01 001195,Health Assessment,1,NURS-Nursing,
NURS-325L -02 001196,Health Assessment,1,NURS-Nursing,
NURS-361 -01 000811,Acute and Complex Care,7,NURS-Nursing,
NURS-361 -02 000812,Acute and Complex Care,7,NURS-Nursing,
NURS-362 -01 000813,Applied Pathophysiology for Nursing II,2,NURS-Nursing,
NURS-364 -01 000814,Nursing Leadership I,3,NURS-Nursing,
NURS-405 -01 000795,Essential Concepts of Pharmacology III,1,NURS-Nursing,
NURS-406 -01 000815,Nursing Care of the Family,4,NURS-Nursing,
NURS-406 -02 000816,Nursing Care of the Family,4,NURS-Nursing,
NURS-406 -03 000817,Nursing Care of the Family,4,NURS-Nursing,
NURS-410 -01 000796,Applied Pathophysiology,3,NURS-Nursing,
NURS-420 -50 000839,Lifespan Transitions: Aging and Health,4,NURS-Nursing,
NURS-444 -50 000818,Evidence-Based Nursing Practice,3,NURS-Nursing,
NURS-444 -51 000819,Evidence-Based Nursing Practice,3,NURS-Nursing,
NURS-446 -21 001233,Nursing Informatics,2,NURS-Nursing,
NURS-446 -50 000820,Nursing Informatics,2,NURS-Nursing,
NURS-446 -51 000821,Nursing Informatics,2,NURS-Nursing,
NURS-456 -50 000841,Community Health Nursing,4,NURS-Nursing,
NURS-456P -01 000842,Community Health Nursing Practicum,2,NURS-Nursing,
NURS-456P -02 000843,Community Health Nursing Practicum,2,NURS-Nursing,
NURS-459 -01 000823,Population Based Care,7,NURS-Nursing,
NURS-459 -02 000824,Population Based Care,7,NURS-Nursing,
NURS-459 -03 000825,Population Based Care,7,NURS-Nursing,
NURS-459 -04 000826,Population Based Care,7,NURS-Nursing,
NURS-460 -01 000797,Mental Health Nursing,3,NURS-Nursing,
NURS-464 -01 000827,Nursing Leadership II,4,NURS-Nursing,
NURS-464 -21 001234,Nursing Leadership II,4,NURS-Nursing,
NURS-464 -50 000828,Nursing Leadership II,4,NURS-Nursing,
NURS-490 -01 000831,Integrative Seminar and Practicum,7,NURS-Nursing,
NURS-490 -02 000832,Integrative Seminar and Practicum,7,NURS-Nursing,
NURS-490 -03 000833,Integrative Seminar and Practicum,7,NURS-Nursing,
NURS-490 -04 000834,Integrative Seminar and Practicum,7,NURS-Nursing,
NURS-499 -21 000835,Special Topics in Nursing,,NURS-Nursing,
NURS-600P -01 000798,Intensive Practicum II,4,NURS-Nursing,
NURS-601 -01 000802,Nursing Science,3,NURS-Nursing,
NURS-603 -50 000764,Advanced Integrative Nursing Care,2,NURS-Nursing,
NURS-603 -51 001229,Advanced Integrative Nursing Care,2,NURS-Nursing,
NURS-609 -01 000788,Pharmacology for Advanced Nursing Practice,3,NURS-Nursing,
NURS-616 -50 000765,Health Assessment for Advanced Nursing Practice,2,NURS-Nursing,
NURS-616L -01 000766,Health Assessment for Advanced Nursing Practice Lab,2,NURS-Nursing,
NURS-636 -01 001190,Labs and Diagnostics for Advanced Practice Nursing,1,NURS-Nursing,
NURS-647 -50 000787,Leadership in Health Care Systems,3,NURS-Nursing,
NURS-661 -01 000755,Principles of Anesthesia Practice I,1,NURS-Nursing,
NURS-662 -01 000756,Principles of Anesthesia Practice II,2,NURS-Nursing,
NURS-663 -01 000757,Professional Aspects of Anesthesia I,1,NURS-Nursing,
NURS-664 -01 000758,"Chemistry, Physics, and Math for Anesthesia Professionals",5,NURS-Nursing,
NURS-665 -01 000759,Advanced Physiology and Pathophysiology for Nurse Anesthesia I,6,NURS-Nursing,
NURS-666 -01 000760,Advanced Pharmacology for Nurse Anesthesia I,2,NURS-Nursing,
NURS-667 -01 000761,Advanced Health Assessment for Nurse Anesthesia,1,NURS-Nursing,
NURS-686 -01 000754,Instructional Design,1,NURS-Nursing,
NURS-687 -01 000762,Anesthesia and Uncommon Diseases,1,NURS-Nursing,
NURS-688P -01 000763,Anesthesia Clinical Practicum III,2,NURS-Nursing,
NURS-690P -01 000803,Capstone Practicum,5,NURS-Nursing,
NURS-690P -02 000804,Capstone Practicum,5,NURS-Nursing,
NURS-696 -01 000805,Comprehensive Care Seminar,2,NURS-Nursing,
NURS-699 -21 000807,Topics in Nursing,1,NURS-Nursing,
NURS-703 -01 000770,Research Methodology and Advanced Evidence-Based Practice,4,NURS-Nursing,
NURS-708 -01 000789,Epidemiology and Population Health,3,NURS-Nursing,
NURS-723 -01 000772,Primary Care Nursing III: Pediatrics,3,NURS-Nursing,
NURS-723P -01 000773,Primary Care Nursing III Practicum,2,NURS-Nursing,
NURS-723P -02 000774,Primary Care Nursing III Practicum,2,NURS-Nursing,
NURS-741 -01 000775,Pre-Scholarship,1,NURS-Nursing,
NURS-742 -01 000776,DNP Scholarship Project Assessment,1,NURS-Nursing,
NURS-760 -50 001203,DNP Scholarship II,3,NURS-Nursing,
NURS-770 -50 000777,DNP Scholarship III,3,NURS-Nursing,
NURS-799 -21 000778,Topics in Nursing,,NURS-Nursing,
PADM-600 -50 000158,Public Administration Foundations,4,PADM-Public Administration,
PADM-650 -01 000159,Public Policy Analysis,4,PADM-Public Administration,
PADM-675 -50 000160,Public Finance,4,PADM-Public Administration,
PFIN-101 -50 000714,Personal Finance and Investing,3,PFIN-Personal Finance,
PHIL-100 -21 000869,Multicultural Introduction to Philosophy,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
PHIL-100 -22 000871,Multicultural Introduction to Philosophy,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
PHIL-102 -01 000858,"Philosophy, Film and the Meaning of Life",4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-204 -01 000859,Introduction to Symbolic Logic,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)|Mathematical/Logical Reasoning (04 MATH)
PHIL-301 -21 001293,Ethical Inquiry,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)|Ethical/Civic Resp (09 ETHI)
PHIL-301 -50 000872,Ethical Inquiry,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)|Ethical/Civic Resp (09 ETHI)
PHIL-306 -01 000886,Philosophy and Sexuality,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
PHIL-310 -01 000888,Environmental Philosophy,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|People/Environment (10 ENVI)
PHIL-310 -50 000889,Environmental Philosophy,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|People/Environment (10 ENVI)
PHIL-320 -01 000875,Business Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-320 -02 000873,Business Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-320 -03 001112,Business Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-320 -50 000864,Business Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-320 -51 000865,Business Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-320 -52 000879,Business Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-321 -01 000861,Medical Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-321 -21 000870,Medical Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-321 -50 000866,Medical Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-321 -51 000867,Medical Ethics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-327 -01 000862,Ethics in the Information Age,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)
PHIL-360I -01 001275,Nietzsche's Move Against Pessimism,4,PHIL-Philosophy,
PHIL-366 -01 000863,Race and Racism: Philosophical Problems,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
PHIL-366 -02 001113,Race and Racism: Philosophical Problems,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
PHIL-378 -01 000906,Contemporary Epistemology and Metaphysics,4,PHIL-Philosophy,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
PHIL-660I -01 001244,The Philosophy of Immanuel Kant,4,PHIL-Philosophy,
PHYS-101 -50 000422,Introduction to Astronomy,4,PHYS-Physics,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PHYS-105 -50 000423,"Air, Weather and Climate",4,PHYS-Physics,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)|People/Environment (10 ENVI)
PHYS-110 -01 000424,Introduction to Physics,4,PHYS-Physics,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PHYS-211 -01 000425,Calculus Based Physics I,5,PHYS-Physics,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PHYS-211 -02 000426,Calculus Based Physics I,5,PHYS-Physics,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
POL-101 -01 000992,Introduction to American Government and Politics,4,POL-Political Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI)
POL-101 -02 000993,Introduction to American Government and Politics,4,POL-Political Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI)
POL-301 -01 000994,Citizenship in a Global Context,4,POL-Political Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI)
POL-303 -01 000995,Ethnic Conflict in Global Perspective,4,POL-Political Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Global Perspective (08 GLOB)
POL-304 -01 000996,Social Movements in Global Perspective,4,POL-Political Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Global Perspective (08 GLOB)
POL-305 -01 000997,Elections and Political Parties,4,POL-Political Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI)
POL-321 -50 000998,Approaches to World Politics,4,POL-Political Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Global Perspective (08 GLOB)
POL-331 -01 000999,Law and the Legal Process,4,POL-Political Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
POL-381 -01 001000,Community Leadership: Principles and Approaches,4,POL-Political Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI)
PRSP-002 -50 000723,College of Individualized Studies Degree Plan Updating Workshop,0,PRSP-Perspectives Educational Planning,
PRSP-301 -01 000725,Perspectives: Educational Philosophy and Planning,4,PRSP-Perspectives Educational Planning,
PRSP-301 -02 000726,Perspectives: Educational Philosophy and Planning,4,PRSP-Perspectives Educational Planning,
PRSP-301 -03 000727,Perspectives: Educational Philosophy and Planning,4,PRSP-Perspectives Educational Planning,
PRSP-301 -04 000728,Perspectives: Educational Philosophy and Planning,4,PRSP-Perspectives Educational Planning,
PRSP-301 -05 001158,PP-T: Perspectives: Educational Philosophy and Planning,4,PRSP-Perspectives Educational Planning,
PRSP-301 -50 000729,Perspectives: Educational Philosophy and Planning,4,PRSP-Perspectives Educational Planning,
PRSP-301 -51 000730,Perspectives: Educational Philosophy and Planning,4,PRSP-Perspectives Educational Planning,
PRSP-301T -31 001097,Perspectives: Educational Philosophy and Planning Theory Seminar,4,PRSP-Perspectives Educational Planning,
PRSP-499 -01 000731,Capstone,4,PRSP-Perspectives Educational Planning,
PRSP-499 -50 000732,Capstone,4,PRSP-Perspectives Educational Planning,
PRSP-499 -51 000733,Capstone,4,PRSP-Perspectives Educational Planning,
PRSP-499 -52 001283,Capstone,4,PRSP-Perspectives Educational Planning,
PSYC-020 -81 000201,Getting Credit for What You Know in Early Childhood,0,PSYC-Psychology,
PSYC-100 -01 000202,General Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Hist/Soc/Behav Sci (05 HIST)
PSYC-100 -02 000203,General Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Hist/Soc/Behav Sci (05 HIST)
PSYC-100 -03 000204,General Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Hist/Soc/Behav Sci (05 HIST)
PSYC-100 -04 000205,General Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Hist/Soc/Behav Sci (05 HIST)
PSYC-100 -50 000206,General Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Hist/Soc/Behav Sci (05 HIST)
PSYC-100 -51 001150,General Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Hist/Soc/Behav Sci (05 HIST)
PSYC-102 -50 000207,Dynamics of Parent/Child Relationships,3,PSYC-Psychology,
PSYC-106 -50 000208,Stress Management and Wellness,4,PSYC-Psychology,
PSYC-107 -01 001151,Career Planning and Development,3,PSYC-Psychology,
PSYC-200 -01 000209,Fundamentals of Psychological Science,2,PSYC-Psychology,
PSYC-200 -02 000210,Fundamentals of Psychological Science,2,PSYC-Psychology,
PSYC-200 -03 000211,Fundamentals of Psychological Science,2,PSYC-Psychology,
PSYC-200 -04 000212,Fundamentals of Psychological Science,2,PSYC-Psychology,
PSYC-200 -05 000213,Fundamentals of Psychological Science,2,PSYC-Psychology,
PSYC-200 -50 001284,Fundamentals of Psychological Science,2,PSYC-Psychology,
PSYC-212 -01 000214,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
PSYC-212 -02 000215,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
PSYC-212 -03 000216,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
PSYC-212 -50 000217,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
PSYC-212 -51 000782,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
PSYC-300 -01 000218,Abnormal Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-300 -02 000219,Abnormal Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-300 -21 000220,Abnormal Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-301 -01 000221,Adolescent Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-302 -01 000222,Adult Development and Lifelong Learning,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-305 -21 000223,Behavior Disorders in Children,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-306 -21 000224,Child Abuse,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-307 -01 000225,Data/Statistical Analysis for the Behavioral Sciences,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-308 -01 000226,Child Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-308 -02 000227,Child Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-308 -21 001082,Child Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-309 -01 000228,Cognitive Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PSYC-309 -02 000232,Cognitive Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PSYC-309 -50 001252,Cognitive Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PSYC-311 -01 000229,Life Span Developmental Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-311 -21 001292,Life Span Developmental Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-311 -50 000230,Life Span Developmental Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-312 -01 000233,Research Methods,5,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PSYC-312 -02 000234,Research Methods,5,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PSYC-312 -03 000235,Research Methods,5,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PSYC-312 -04 000236,Research Methods,5,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PSYC-313 -50 000237,Family Systems,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-314 -01 000238,Group Dynamics and Facilitation,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
PSYC-317 -01 000239,Human Factors,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-323 -01 000240,The Nature of Creativity: A Psychological Perspective,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-327 -01 000241,Psychological Testing,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-328 -21 000242,Psychology of African Americans,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
PSYC-330 -21 000243,Psychology of Learning: Contemporary Theories and Applications,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-331 -21 000244,Psychology of Men,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-332 -50 000245,Psychology of Personality,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-333 -50 000246,Psychology of Victims,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-336 -01 000247,Social Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-336 -50 000248,Social Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-337 -21 000249,Sports Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-340 -50 000250,Understanding Death and Dying,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-343 -21 000251,Drugs and Behavior: An Introduction to Behavioral Pharmacology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-344 -50 000252,Industrial-Organizational Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-345 -01 000253,Biopsychology,5,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
PSYC-346 -50 000254,Health Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-347 -01 000255,Positive Psychology,4,PSYC-Psychology,
PSYC-350I -41 000256,Psychology Internship,,PSYC-Psychology,
PSYC-353 -50 000257,Topics in Early Childhood: Raising Children in the Digital Age,2,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-356 -01 000259,Early Childhood Development within a Social/Cultural and Historical Context,3,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
PSYC-357 -01 000260,Observing and Assessing Young Children: Birth Through Age Five,3,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-360 -21 000261,Update on Adult Psychiatirc Medications: What Therapists Need to Know,0.5,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-360 -22 000262,Perplexing Problems in Psychological Practice: Decision Sci/Ethics/Risk Mgt,1,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-360 -23 000263,MN Psychology Multicultural Summit: Difficult/Courageous Conversations,1,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-360 -24 000264,Cognitive Behavioral Therapy for Insomnia¿Skills/Knowledge Clinicians Need,0.5,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-360 -25 000265,Navigating Gender Dysphoria and Gender Diversity in a Therapeutic Setting,0.5,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-363 -01 000266,Community Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-367 -01 001154,Human Sexuality,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-367 -50 000267,Human Sexuality,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-368 -01 000783,Psychology of the LGBTQ Community,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
PSYC-370 -01 000784,Political Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI)
PSYC-381 -50 000270,The American Male,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-385 -50 000271,Educational Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-387 -01 000785,Environmental Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|People/Environment (10 ENVI)
PSYC-392 -21 000273,Psychology and Education of the Gifted,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-395 -21 000274,Coaching Psychology,4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-397 -21 000275,"Developmental Disabilities: Issues, Concepts and Problem Solving",4,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-399 -41 000276,Applied Psychology Research Internship,,PSYC-Psychology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
PSYC-405 -01 000277,History and Systems of Psychology,4,PSYC-Psychology,
PSYC-405 -02 000278,History and Systems of Psychology,4,PSYC-Psychology,
PSYC-406 -01 000279,Introduction to Clinical Psychology,4,PSYC-Psychology,
PSYC-407 -01 000280,Professional and Career Applications of Psychology,1,PSYC-Psychology,
PSYC-407 -02 000281,Professional and Career Applications of Psychology,1,PSYC-Psychology,
PSYC-407 -21 001083,Professional and Career Applications of Psychology,1,PSYC-Psychology,
PSYC-407 -50 001253,Professional and Career Applications of Psychology,1,PSYC-Psychology,
PSYC-407 -51 001317,Professional and Career Applications of Psychology,1,PSYC-Psychology,
PSYC-408 -01 000282,Application of Knowledge in Psychology,3,PSYC-Psychology,
PSYC-415 -01 000283,Principles of Teaching and Learning in Early Childhood,4,PSYC-Psychology,
PSYC-417 -01 000284,Language and Communication Development in Early Childhood Education,4,PSYC-Psychology,
PSYC-421 -50 000285,Children and Nature,4,PSYC-Psychology,
PSYC-425 -50 001084,Administration of Early Childhood Programs I,4,PSYC-Psychology,
PSYC-508 -21 000286,Mental Health and the Law,4,PSYC-Psychology,
PSYC-560 -21 000287,Update on Adult Psychiatric Medications: What Therapists Need to Know,0.5,PSYC-Psychology,
PSYC-560 -22 000288,Perplexing Problems in Psychological Practice: Decision Sci/Ethics/Risk Mgt,1,PSYC-Psychology,
