Sub/Nr,Title,Cr,Delivery,Instr,Schedule,Wkday,Loc,Wait List,Enrolled,Max Size,Curric ID,Supplement,CouStat,Dept,Level,FilterSubject,Bldg,GELS,Notes Export
NURS-609 -01 000788,Pharmacology for Advanced Nursing Practice,3, LCTR (SYNC),"Webb, Marjorie G",08/25/2020–12/01/2020 9:00AM–12:00PM, T , ,N,16,20,'00165194',Y,O,Nursing,Graduate,NURS-Nursing,,,"Online Participation Required First Week of Class.|Prerequisite: Admitted BSN-DNP/FNP or ELMSN-DNP/FNP student or instructor's consent. Note: This is a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. This course meets every other week starting 2nd week of semester online via Zoom: Sept. 1, 15, 29; Oct. 13, 27; Nov. 10, 24; Dec. 8.|Note: This course has been converted to Completely Online - Synchronous"
NURS-616 -50 000765,Health Assessment for Advanced Nursing Practice,2, LCTR (AYSN),"Khaled, Dina Sakr Staus, Ruth A",08/22/2020–12/13/2020 –,, ,Y,16,20,'00170787',N,O,Nursing,Graduate,NURS-Nursing,,,"Prerequisite: Admitted BSN-DNP/FNP or ELMSN-DNP/FNP student or instructor's consent. Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
NURS-616L -01 000766,Health Assessment for Advanced Nursing Practice Lab,2, LAB (BLHY),"Khaled, Dina Sakr Staus, Ruth A",08/25/2020–12/01/2020 1:00PM–4:00PM, T , NM L220,Y,15,20,'00170788',N,O,Nursing,Graduate,NURS-Nursing,NM,,Prerequisite: Admitted BSN-DNP/FNP or ELMSN-DNP/FNP student or instructor's consent. Note: This course meets weekly.
NURS-636 -01 001190,Labs and Diagnostics for Advanced Practice Nursing,1, LCTR (SYNC),"Goodroad, Brian K",08/22/2020–12/13/2020 9:00AM–12:00PM, T , ,Y,17,20,'00204056',Y,O,Nursing,Graduate,NURS-Nursing,,,"Remote Proctored Requirement|Note: This course has been converted to Completely Online - Synchronous|Online Participation Required First Week of Class.|Prerequisites: Completion of graduate level pathophsyiology course. Note: This course is reserved for students in the FNP/DNP program. This is a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. Requires remotely proctored exams that require a webcam and microphone using Respondus Lockdown. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates online via Zoom: Oct. 20; Nov. 10."
NURS-647 -50 000787,Leadership in Health Care Systems,3, LCTR (AYSN),"Harding, Amy Renee Jensen, Keith Allen",08/22/2020–12/13/2020 –,, ,Y,11,20,'00153772',N,O,Nursing,Graduate,NURS-Nursing,,,"Prerequisite: Admitted BSN-DNP/FNP student, NURS 603, NURS 646, and NURS 708. Co-requisites: NURS 604. Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
NURS-661 -01 000755,Principles of Anesthesia Practice I,1, LCTR (BLHY),"Johnson-Cowley, Andrew Charles",08/22/2020–12/13/2020 –,MTWHF , MSA TBA,N,27,33,'00191432',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Remote Proctored Requirement|Prerequisite: Admission into the Minneapolis School of Anesthesia program. Corequisites: NURS 662, NURS 663, NURS 664, NURS 665, NURS 666, NURS 667. Note: May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
NURS-662 -01 000756,Principles of Anesthesia Practice II,2, LCTR (BLHY),"Johnson-Cowley, Andrew Charles",08/22/2020–12/13/2020 –,MTWHF , MSA TBA,Y,27,33,'00191434',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Remote Proctored Requirement|Prerequisite: Admission into the Minneapolis School of Anesthesia program. Corequisites: NURS 661, NURS 663, NURS 664, NURS 665, NURS 666, NURS 667. Note: May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
NURS-663 -01 000757,Professional Aspects of Anesthesia I,1, LCTR (BLHY),"Staff, Staff ",08/22/2020–12/13/2020 –,MTWHF , MSA TBA,Y,27,33,'00191520',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Prerequisite: Admission into the Minneapolis School of Anesthesia program. Corequisites: NURS 661, NURS 662, NURS 664, NURS 665, NURS 666, NURS 667.|Remote Proctored Requirement"
NURS-664 -01 000758,"Chemistry, Physics, and Math for Anesthesia Professionals",5, LCTR (AYSN),"O'Donnell, Michael Perdue",08/22/2020–12/13/2020 –,, MSA TBA,Y,27,33,'00191578',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Prerequisite: Admission into the Minneapolis School of Anesthesia program. Corequisites: NURS 661, NURS 662, NURS 663, NURS 665, NURS 666, NURS 667. Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Remote Proctored Requirement"
NURS-665 -01 000759,Advanced Physiology and Pathophysiology for Nurse Anesthesia I,6, LCTR (AYSN),"O'Donnell, Michael Perdue",08/22/2020–12/13/2020 –,, MSA TBA,Y,27,33,'00191562',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Remote Proctored Requirement|Prerequisite: Admission into the Minneapolis School of Anesthesia program. Corequisites: NURS 661, NURS 662, NURS 663, NURS 664, NURS 666, NURS 667. Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
NURS-666 -01 000760,Advanced Pharmacology for Nurse Anesthesia I,2, LCTR (BLHY),"Quaas, Mary Beth ",08/22/2020–12/13/2020 –,MTWHF , MSA TBA,Y,27,33,'00191580',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Prerequisite: Admission into the Minneapolis School of Anesthesia program. Corequisites: NURS 661, NURS 662, NURS 663, NURS 664, NURS 665, NURS 667. Note: This course combines reduced classroom time with significant online work. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Remote Proctored Requirement"
NURS-667 -01 000761,Advanced Health Assessment for Nurse Anesthesia,1, LLB (BLHY),"Johnson-Cowley, Andrew Charles",08/22/2020–12/13/2020 –,MTWHF , MSA TBA,N,27,33,'00191637',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Prerequisite: Admission into the Minneapolis School of Anesthesia program. Corequisites: NURS 661, NURS 662, NURS 663, NURS 664, NURS 665, NURS 666. Note: May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Remote Proctored Requirement"
NURS-686 -01 000754,Instructional Design,1, LCTR (BLHY),"Maw, Lisa ",08/22/2020–12/13/2020 –,MTWHF , MSA TBA,N,34,34,'00191778',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Prerequisites: Admission into the Minneapolis School of Anesthesia program, NURS 661, NURS 662, NURS 663, NURS 664, NURS 665, NURS 666, NURS 667. Corequisites: NURS 688P, NURS 687.|Remote Proctored Requirement"
NURS-687 -01 000762,Anesthesia and Uncommon Diseases,1, LCTR (BLHY),"Johnson-Cowley, Andrew Charles",08/22/2020–12/13/2020 –,MTWHF , MSA TBA,N,34,34,'00191796',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Remote Proctored Requirement|Prerequisites: Admission into the Minneapolis School of Anesthesia program, NURS 661, NURS 662, NURS 663, NURS 664, NURS 665, NURS 666, NURS 667. Corequisites: NURS 688P, NURS 686. Note: May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
NURS-688P -01 000763,Anesthesia Clinical Practicum III,2, PRAC,"Maw, Lisa ",08/22/2020–12/13/2020 –,MTWHF , MSA TBA,Y,34,34,'00195478',N,O,Nursing,Graduate,NURS-Nursing,MSA,,"Remote Proctored Requirement|Prerequisites: Admission into the Minneapolis School of Anesthesia program, NURS 661, NURS 662, NURS 663, NURS 664, NURS 665, NURS 666, NURS 667. Corequisites: NURS 686, NURS 687."
NURS-690P -01 000803,Capstone Practicum,5, PRAC (BLHY),"Lee, Latasha Nikta Johnson, Robin A Meehan, Grace M Jensen, Keith Allen",08/25/2020–12/01/2020 9:00AM–11:30PM, T , CLINIC TBD,Y,16,16,'00170784',Y,O,Nursing,Graduate,NURS-Nursing,CLINIC,,"Remote Proctored Requirement|Prerequisites: Admitted to ELMSN program; NURS 462, NURS 623, NURS 603. Co-requisite: NURS 696. This course combines reduced classroom time with significant online work. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Must be compliant with nursing department pre-practicum requirements policy. Meeting date online via Zoom: Aug. 25 9am-11:30am. 225 hours of clinical arranged with preceptor and faculty.|Online Participation Required First Week of Class."
NURS-690P -02 000804,Capstone Practicum,5, PRAC (BLHY),"Johnson, Robin A Lee, Latasha Nikta Jensen, Keith Allen Meehan, Grace M",08/25/2020–12/01/2020 9:00AM–11:30PM, T , CLINIC TBD,Y,12,16,'00170784',Y,O,Nursing,Graduate,NURS-Nursing,CLINIC,,"Remote Proctored Requirement|Online Participation Required First Week of Class.|Prerequisites: Admitted to ELMSN program; NURS 462, NURS 623, NURS 603. Co-requisite: NURS 696. This course combines reduced classroom time with significant online work. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Must be compliant with nursing department pre-practicum requirements policy. Meeting date online via Zoom: Aug. 25 9am-11:30am. 225 hours of clinical arranged with preceptor and faculty."
NURS-696 -01 000805,Comprehensive Care Seminar,2, LCTR (BLHY),"Reid, Carol A Matthias-Anderson, Deborah L",08/24/2020–12/10/2020 8:00AM–4:00PM, TWH ,TBD TBA,N,28,32,'00159519',Y,O,Nursing,Graduate,NURS-Nursing,TBD,,"Proctored Test Requirement|First day attendance is mandatory.|Fees: ATI assessment testing fee is $308.33. Prerequisites: Admitted to ELMSN program; NURS 603, NURS 462, NURS 623. Co-requisites: NURS 690P. Note: This course combines reduced classroom time with significant online work. Intermediate computer/Internet skills, microphone, and web cam required. Theory portion of course will be via Zoom. For online learning and course access information go to www.metrostate.edu/solr. All meeting dates are required: Tuesday Aug. 25 1pm-4pm; Wednesday Sept. 16 9am-12pm, Thursday Sept. 17 9am-12pm; Tuesday Oct. 13 8am-12pm; Tuesday Oct. 27 9am-12pm, Wednesday Oct. 28 9am-12pm; Tuesday Nov. 17 9am-4pm, Wednesday Nov. 18 9am-12pm, Thursday Nov. 19 9am-3pm; Tuesday Dec. 1 8am-12pm.|Remote Proctored Requirement|Personal Property-Service Charge"
NURS-699 -21 000807,Topics in Nursing,1, INDS (AYSN),"Johnson, Kerry A",08/22/2020–12/13/2020 –,, ,N,1,1,'00002655',N,O,Nursing,Graduate,NURS-Nursing,,,
NURS-703 -01 000770,Research Methodology and Advanced Evidence-Based Practice,4, LCTR (AYSN),"Graziano, Judith A",08/22/2020–12/13/2020 –,, ,Y,15,20,'00195516',Y,O,Nursing,Graduate,NURS-Nursing,,,"Prerequisite: Admitted BSN-DNP/FNP or ELMSN-DNP/FNP student. Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Course Outline Spec Info|Online Participation Required First Week of Class."
NURS-708 -01 000789,Epidemiology and Population Health,3, LCTR (SYNC),"Goodroad, Brian K Graziano, Judith A",08/26/2020–12/09/2020 9:00AM–12:00PM, W , ,Y,15,20,'00148255',Y,O,Nursing,Graduate,NURS-Nursing,,,"Online Participation Required First Week of Class.|** Community Engagement|Prerequisite: Admitted BSN-DNP or ELMSN-DNP student. Co-requisites: NURS 603, STAT 621 and NURS 646. Note: This is a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates online via Zoom: Sept. 2, 16, 30; Oct. 14, 28; Nov. 11; Dec. 2.|Note: This course has been converted to Completely Online - Synchronous"
NURS-723 -01 000772,Primary Care Nursing III: Pediatrics,3, LCTR (SYNC),"Khaled, Dina Sakr Oehlke, Sandra Mary Johnson, Kerry A",08/25/2020–12/01/2020 9:00AM–12:00PM, T , ,Y,14,20,'00178975',Y,O,Nursing,Graduate,NURS-Nursing,,,"Prerequisite: Admitted BSN-DNP/FNP or ELMSN-DNP/FNP student; NURS 722, NURS 722P and NURS 760. Co-requisites: NURS 723P and NURS 770. Note: This is a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. Course has remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates online via Zoom: Aug. 25; Sept. 8, 22; Oct. 6, 20; Nov. 3, 24.|Remote Proctored Requirement|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online - Synchronous"
NURS-723P -01 000773,Primary Care Nursing III Practicum,2, PRAC (BLHY),"Johnson, Kerry A Khaled, Dina Sakr Oehlke, Sandra Mary",08/22/2020–12/13/2020 – More Info,, CLINIC TBD,Y,10,10,'00188357',Y,O,Nursing,Graduate,NURS-Nursing,,,"Prerequisites: Admitted BSN-DNP/FNP or ELMSN-DNP/FNP student; NURS 722, NURS 722P and NURS 760. Co-requisites: NURS 723 and NURS 770. Note: lecture portion of course completely online, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Course also includes 150 clinical hours.|Online Participation Required First Week of Class."
NURS-723P -02 000774,Primary Care Nursing III Practicum,2, PRAC (BLHY),"Johnson, Kerry A Khaled, Dina Sakr Oehlke, Sandra Mary",08/22/2020–12/13/2020 – More Info,, CLINIC TBD,N,4,10,'00188357',Y,O,Nursing,Graduate,NURS-Nursing,,,"Online Participation Required First Week of Class.|Prerequisites: Admitted BSN-DNP/FNP or ELMSN-DNP/FNP student; NURS 722, NURS 722P and NURS 760. Co-requisites: NURS 723 and NURS 770. Note: lecture portion of course completely online, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Course also includes 150 clinical hours."
NURS-741 -01 000775,Pre-Scholarship,1, LCTR (SYNC),"Goodroad, Brian K",08/25/2020–10/08/2020 9:00AM–11:00AM, T , ,Y,17,20,'00196599',Y,O,Nursing,Graduate,NURS-Nursing,,,"Fees: Access to Typhon fee is $90.00. Prerequisite: admitted BSN-DNP/FNP or ELMSN-DNP/FNP student. Note: This is a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates online via Zoom: Aug. 25; Sept. 8, 22; Oct. 6.|Online Participation Required First Week of Class.|Personal Property-Service Charge|Note: This course has been converted to Completely Online - Synchronous"
NURS-742 -01 000776,DNP Scholarship Project Assessment,1, LCTR (AYSN),"Khaled, Dina Sakr Paskewitz, Dannie Marie Amajuoyi, Uchechi Chidinma Bohm, Kristina Ann Staus, Ruth A Harding, Amy Renee Gutierrez, Karen M Furlong, Lucy A Christie, Beverly Anne Goodroad, Brian K Schoon, Pat ",10/22/2020–12/01/2020 –,, ,Y,12,20,'00192918',Y,O,Nursing,Graduate,NURS-Nursing,,,"Prerequisite: admitted BSN-DNP/FNP or ELMSN-DNP/FNP student. This is a second session course. Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Note: This course has been converted to Completely Online-Asynchronous.|Online Participation Required First Week of Class."
NURS-760 -50 001203,DNP Scholarship II,3, LCTR (AYSN),"Amajuoyi, Uchechi Chidinma Kiresuk, Teresa John, Tammy J Goodroad, Brian K",08/22/2020–12/13/2020 –,, ,N,4,4,'00165108',N,O,Nursing,Graduate,NURS-Nursing,,,"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. Course requires a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class."
NURS-770 -50 000777,DNP Scholarship III,3, LCTR (BLHY),"Harding, Amy Renee Goodroad, Brian K Johnson, Kerry A John, Tammy J Staus, Ruth A Kiresuk, Teresa Matt-Hensrud, Natasha Naomi Amajuoyi, Uchechi Chidinma Furlong, Lucy A Stewart, Dina ",08/22/2020–12/13/2020 –,, CLINIC TBD,N,12,20,'00165109',Y,O,Nursing,Graduate,NURS-Nursing,CLINIC,,"Online Participation Required First Week of Class.|Prerequisite: admitted BSN-DNP/FNP or ELMSN-DNP/FNP student. Note: Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates for student research conferences: TBD. Remainder of hours will be spent at a practice site on the clinical scholarship project."
NURS-799 -21 000778,Topics in Nursing,, INDS (AYSN),"Staff, Staff ",08/22/2020–12/13/2020 –,, ,N,0,1,'00174772',N,O,Nursing,Graduate,NURS-Nursing,,,
PADM-600 -50 000158,Public Administration Foundations,4, LCTR (AYSN),"Smetana, Tracy M Moses, Deb F",08/22/2020–12/13/2020 –,, ,Y,16,28,'00003091',N,O,Public and Nonprofit Leadership,Graduate,PADM-Public Administration,,,"** Community Engagement|Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
PADM-650 -01 000159,Public Policy Analysis,4, LCTR (AYSN),"Galope, Reynold Valdez",08/22/2020–12/13/2020 –,, ,Y,13,28,'00004656',Y,O,Public and Nonprofit Leadership,Graduate,PADM-Public Administration,,,"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Note: This course has been converted to Completely Online-Asynchronous.|Online Participation Required First Week of Class."
PADM-675 -50 000160,Public Finance,4, LCTR (AYSN),"Nagel, Mark E",08/22/2020–12/13/2020 –,, ,Y,13,24,'00004660',N,O,Public and Nonprofit Leadership,Graduate,PADM-Public Administration,,,"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
PFIN-101 -50 000714,Personal Finance and Investing,3, LCTR (AYSN),"Kapoor, Ashok K",08/22/2020–12/13/2020 –,, ,Y,18,32,'00002406',N,O,Economics and Finance,Undergraduate,PFIN-Personal Finance,,,"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class."
PHIL-100 -21 000869,Multicultural Introduction to Philosophy,4, INDS (AYSN),"Baker, Eric R",08/22/2020–12/13/2020 –,, ,Y,10,10,'00181155',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN),Note: This is a completely online faculty-designed independent study. No required proctored exams. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.
PHIL-100 -22 000871,Multicultural Introduction to Philosophy,4, INDS (AYSN),"Baker, Eric R",08/22/2020–12/13/2020 –,, ,Y,10,10,'00181155',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN),Note: This is a completely online faculty-designed independent study. No required proctored exams. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.
PHIL-102 -01 000858,"Philosophy, Film and the Meaning of Life",4, LCTR (SYNC),"Matthews, Mark ",08/26/2020–12/09/2020 6:00PM–9:20PM, W , ,Y,27,32,'00161653',Y,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Note: This course has been converted to Completely Online-Synchronous.|Note: Course delivery method has been converted from lecture to remote online with synchronous Zoom meetings for the scheduled class time.&nbsp; This is a completely online course, not an independent study. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone and may require remotely proctored exams. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class."
PHIL-204 -01 000859,Introduction to Symbolic Logic,4, LCTR (SYNC),"Matthews, Mark ",08/25/2020–12/01/2020 1:00PM–4:20PM, T , ,Y,21,32,'00003336',Y,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)|Mathematical/Logical Reasoning (04 MATH),"Note: First day attendance required by instructor. Students who miss the first class must contact instructor for permission to register. Course delivery method has been converted from lecture to remote online with synchronous Zoom &nbsp;meetings for the scheduled class time.&nbsp; This is a completely online course, not an independent study. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone and may require remotely proctored exams. For online learning and course access information go to www.metrostate.edu/solr.|Note: This course has been converted to Completely Online-Synchronous.|Online Participation Required First Week of Class."
PHIL-301 -21 001293,Ethical Inquiry,4, INDS (AYSN),"Ward, Andrew C",08/22/2020–12/13/2020 –,, ,N,9,10,'00001682',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)|Ethical/Civic Resp (09 ETHI),Note: This is a completely online faculty-designed independent study. No required proctored exams. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.
PHIL-301 -50 000872,Ethical Inquiry,4, LCTR (AYSN),"Jones, David L",08/22/2020–12/13/2020 –,, ,Y,27,27,'00001682',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI)|Ethical/Civic Resp (09 ETHI),"Online Participation Required First Week of Class.|Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
PHIL-306 -01 000886,Philosophy and Sexuality,4, LCTR,"Staff, Staff ",08/25/2020–12/01/2020 6:00PM–9:20PM, T , MDWY TBA,Y,0,32,'00001957',N,C,Philosophy,Undergraduate,PHIL-Philosophy,MDWY,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD),
PHIL-310 -01 000888,Environmental Philosophy,4, LCTR (SYNC),"Hammer, Carl J",08/25/2020–12/01/2020 6:00PM–9:20PM, T , ,Y,19,32,'00165111',Y,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|People/Environment (10 ENVI),"Online Participation Required First Week of Class.|Note: Course delivery method has been converted from an in-person discussion-based course, to a remote online discussion-based course, that will include both synchronous and asynchronous components. Student should reserve the scheduled course time for synchronous meetings, which will run between 1 hours and 2 hours per week, depending on the weekly activities. Note that the&nbsp;synchronous online meetings will require intermediate computer/Internet skills, webcam and microphone. For online learning and access information go to&nbsp;www.metrostate.edu/solr.|Note: This course has been converted to Completely Online-Synchronous."
PHIL-310 -50 000889,Environmental Philosophy,4, LCTR (AYSN),"Berquist, Erik S",08/22/2020–12/13/2020 –,, ,Y,31,32,'00165111',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|People/Environment (10 ENVI),"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
PHIL-320 -01 000875,Business Ethics,4, LCTR (SYNC),"Matthews, Mark ",08/27/2020–12/10/2020 6:00PM–9:20PM, H , ,Y,20,32,'00001959',Y,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Note: This course has been converted to Completely Online-Synchronous.|Note: First day attendance required by instructor. Students who miss the first class must contact instructor for permission to register. Course delivery method has been converted from lecture to remote online with synchronous Zoom meetings for the scheduled class time.&nbsp; This is a completely online course, not an independent study. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone and may require remotely proctored exams. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class."
PHIL-320 -02 000873,Business Ethics,4, LCTR (SYNC),"Gunderson, Jonathan Robert",08/26/2020–12/09/2020 6:00PM–9:20PM, W , ,Y,22,32,'00001959',Y,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Note: This course has been converted to Completely Online-Synchronous.|Online Participation Required First Week of Class.|Note: Course delivery method has been converted from lecture to remote online with synchronous meetings.&nbsp; This is a completely online course, not an independent study. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone and may require remotely proctored exams. For online learning and course access information go to www.metrostate.edu/solr."
PHIL-320 -03 001112,Business Ethics,4, LCTR,"Schweigert, Francis J",08/28/2020–12/11/2020 9:00AM–12:20PM, F , STPL TBA,Y,0,32,'00001959',N,C,Philosophy,Undergraduate,PHIL-Philosophy,STPL,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),
PHIL-320 -50 000864,Business Ethics,4, LCTR (AYSN),"Ward, Andrew C",08/22/2020–12/13/2020 –,, ,Y,25,27,'00001959',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
